region,year,GDP per capita
BRB,1999,14884.602
BRB,2000,15517.94
BRB,2001,15109.764
BRB,2002,15167.127
BRB,2003,15436.603
BRB,2004,15595.853
BRB,2005,16154.261
BRB,2006,17081.633
BRB,2007,17371.072
BRB,2008,17405.893
BRB,2009,16462.707
BRB,2010,16019.508
BRB,2011,15864.572
BRB,2012,15755.267
BRB,2013,15489.761
BRB,2014,15441.22
BRB,2015,15789.451
BRB,2016,16156.518
BRB,2017,16198.962
BRB,2018,16003.857
BRB,2019,15954.803
BRB,2020,13805.777
BRB,2021,13754.803
BLR,1990,8895.173
BLR,1991,8784.377
BLR,1992,7923.6504
BLR,1993,7305.307
BLR,1994,6458.2144
BLR,1995,5805.3633
BLR,1996,5988.0396
BLR,1997,6698.458
BLR,1998,7293.908
BLR,1999,7575.9185
BLR,2000,8053.174
BLR,2001,8477.084
BLR,2002,8961.642
BLR,2003,9660.193
BLR,2004,10839.956
BLR,2005,11940.187
BLR,2006,13214.871
BLR,2007,14417.354
BLR,2008,15942.897
BLR,2009,16014.115
BLR,2010,17300.703
BLR,2011,18274.021
BLR,2012,18611.455
BLR,2013,18805.432
BLR,2014,19119.346
BLR,2015,18362.746
BLR,2016,17883.127
BLR,2017,18356.102
BLR,2018,18974.7
BLR,2019,19279.209
BLR,2020,19225.574
BLR,2021,19751.203
BEL,1990,35506.926
BEL,1991,36023.684
BEL,1992,36426.992
BEL,1993,35935.957
BEL,1994,36981.45
BEL,1995,37784.15
BEL,1996,38208.72
BEL,1997,39562.37
BEL,1998,40252.47
BEL,1999,41583.098
BEL,2000,43024.14
BEL,2001,43347.89
BEL,2002,43890.598
BEL,2003,44160.91
BEL,2004,45540.47
BEL,2005,46342.188
BEL,2006,47212.58
BEL,2007,48590.402
BEL,2008,48423.516
BEL,2009,47064.79
BEL,2010,47972.56
BEL,2011,48154.87
BEL,2012,48210.926
BEL,2013,48204.586
BEL,2014,48748.62
BEL,2015,49456.4
BEL,2016,49829.926
BEL,2017,50442.27
BEL,2018,51113.48
BEL,2019,51977.184
BEL,2020,48978.934
BEL,2021,51739.54
BLZ,1990,6396.5005
BLZ,1991,6981.0063
BLZ,1992,7663.6484
BLZ,1993,7979.022
BLZ,1994,7823.966
BLZ,1995,7675.2173
BLZ,1996,7521.8643
BLZ,1997,7530.272
BLZ,1998,7554.926
BLZ,1999,7954.445
BLZ,2000,8702.083
BLZ,2001,8857.37
BLZ,2002,9023.401
BLZ,2003,9566.061
BLZ,2004,9710.014
BLZ,2005,9631.592
BLZ,2006,9781.776
BLZ,2007,9815.055
BLZ,2008,9397.152
BLZ,2009,9101.549
BLZ,2010,8988.865
BLZ,2011,8776.863
BLZ,2012,8912.105
BLZ,2013,9109.572
BLZ,2014,9276.317
BLZ,2015,9387.914
BLZ,2016,9208.114
BLZ,2017,8873.754
BLZ,2018,8798.538
BLZ,2019,9028.552
BLZ,2020,7703.118
BLZ,2021,8762.623
BEN,1990,2109.5593
BEN,1991,2132.3967
BEN,1992,2129.2012
BEN,1993,2155.3667
BEN,1994,2118.2788
BEN,1995,2200.5938
BEN,1996,2237.5264
BEN,1997,2297.9944
BEN,1998,2317.4812
BEN,1999,2367.7612
BEN,2000,2431.4456
BEN,2001,2485.1165
BEN,2002,2523.6099
BEN,2003,2532.9985
BEN,2004,2566.3457
BEN,2005,2528.6765
BEN,2006,2549.1943
BEN,2007,2625.2126
BEN,2008,2673.7693
BEN,2009,2656.4316
BEN,2010,2634.1348
BEN,2011,2633.939
BEN,2012,2681.3516
BEN,2013,2792.0273
BEN,2014,2883.8992
BEN,2015,2849.8206
BEN,2016,2859.3916
BEN,2017,2933.8374
BEN,2018,3040.1675
BEN,2019,3156.439
BEN,2020,3186.478
BEN,2021,3321.5522
BMU,1990,65961.41
BMU,1991,63958.895
BMU,1992,64385.406
BMU,1993,65967.85
BMU,1994,65904.72
BMU,1995,68313.38
BMU,1996,69643.41
BMU,1997,72403.88
BMU,1998,74677.09
BMU,1999,76772.32
BMU,2000,83181.52
BMU,2001,88231.78
BMU,2002,86364.16
BMU,2003,88727.31
BMU,2004,90195.81
BMU,2005,91114.08
BMU,2006,95615.36
BMU,2007,98257.99
BMU,2008,95855.8
BMU,2009,89961.984
BMU,2010,88399.914
BMU,2011,85829.375
BMU,2012,80982.37
BMU,2013,80503.65
BMU,2014,77361.1
BMU,2015,77842.75
BMU,2016,78149.35
BMU,2017,81834.95
BMU,2018,81423.41
BMU,2019,81681.73
BMU,2020,76117.805
BMU,2021,80271.13
BTN,1990,2737.9932
BTN,1991,2682.3093
BTN,1992,2917.5796
BTN,1993,3118.9631
BTN,1994,3270.7488
BTN,1995,3460.4612
BTN,1996,3585.363
BTN,1997,3713.2947
BTN,1998,3860.3472
BTN,1999,4067.465
BTN,2000,4087.8306
BTN,2001,4311.447
BTN,2002,4663.1274
BTN,2003,4904.5107
BTN,2004,5076.3154
BTN,2005,5336.7764
BTN,2006,5626.0547
BTN,2007,6577.4316
BTN,2008,6811.933
BTN,2009,7188.8594
BTN,2010,7958.227
BTN,2011,8499.3545
BTN,2012,8837.576
BTN,2013,8929.046
BTN,2014,9349.044
BTN,2015,9877.247
BTN,2016,10587.57
BTN,2017,10986.888
BTN,2018,11233.78
BTN,2019,11797.284
BTN,2020,10547.052
BTN,2021,10907.856
BOL,1990,4437.8667
BOL,1991,4575.7065
BOL,1992,4556.9937
BOL,1993,4657.0303
BOL,1994,4779.8394
BOL,1995,4909.178
BOL,1996,5028.4443
BOL,1997,5181.4165
BOL,1998,5343.9575
BOL,1999,5270.0273
BOL,2000,5305.619
BOL,2001,5300.3145
BOL,2002,5337.7656
BOL,2003,5387.5815
BOL,2004,5515.656
BOL,2005,5660.5747
BOL,2006,5829.371
BOL,2007,5989.69
BOL,2008,6248.934
BOL,2009,6349.008
BOL,2010,6499.8184
BOL,2011,6724.301
BOL,2012,6952.7383
BOL,2013,7305.228
BOL,2014,7581.5986
BOL,2015,7825.7666
BOL,2016,8034.173
BOL,2017,8244.934
BOL,2018,8466.293
BOL,2019,8528.749
BOL,2020,7679.933
BOL,2021,8052.1772
BIH,1994,1730.2883
BIH,1995,2096.766
BIH,1996,3802.5938
BIH,1997,4933.543
BIH,1998,5609.8877
BIH,1999,6092.245
BIH,2000,6826.658
BIH,2001,6966.1177
BIH,2002,7310.2744
BIH,2003,7619.566
BIH,2004,8181.4995
BIH,2005,8601.171
BIH,2006,9147.743
BIH,2007,9804.853
BIH,2008,10507.673
BIH,2009,10364.503
BIH,2010,10637.086
BIH,2011,10934.089
BIH,2012,11047.185
BIH,2013,11484.3545
BIH,2014,11768.1045
BIH,2015,12292.545
BIH,2016,12837.599
BIH,2017,13402.434
BIH,2018,14066.845
BIH,2019,14634.738
BIH,2020,14358.987
BIH,2021,15666.54
BWA,1990,9164.872
BWA,1991,9569.46
BWA,1992,9570.549
BWA,1993,9476.661
BWA,1994,9550.831
BWA,1995,9956.809
BWA,1996,10280.627
BWA,1997,10880.853
BWA,1998,10689.217
BWA,1999,11474.064
BWA,2000,11462.079
BWA,2001,11262.898
BWA,2002,11725.56
BWA,2003,12054.874
BWA,2004,12166.467
BWA,2005,12494.217
BWA,2006,13287.226
BWA,2007,13783.38
BWA,2008,13945.599
BWA,2009,11729.565
BWA,2010,12653.371
BWA,2011,13250.251
BWA,2012,12975.948
BWA,2013,14144.519
BWA,2014,14665.272
BWA,2015,13682.704
BWA,2016,14373.52
BWA,2017,14656.773
BWA,2018,14962.081
BWA,2019,15117.995
BWA,2020,13545.674
BWA,2021,14840.913
BRA,1990,10401.843
BRA,1991,10328.957
BRA,1992,10103.788
BRA,1993,10431.409
BRA,1994,10867.751
BRA,1995,11151.191
BRA,1996,11224.399
BRA,1997,11432.65
BRA,1998,11304.097
BRA,1999,11196.839
BRA,2000,11529.486
BRA,2001,11536.364
BRA,2002,11739.432
BRA,2003,11733.411
BRA,2004,12268.664
BRA,2005,12520.855
BRA,2006,12877.444
BRA,2007,13518.848
BRA,2008,14067.946
BRA,2009,13916.963
BRA,2010,14824.741
BRA,2011,15271.47
BRA,2012,15425.353
BRA,2013,15751.484
BRA,2014,15695.644
BRA,2015,15011.577
BRA,2016,14402.494
BRA,2017,14477.861
BRA,2018,14619.591
BRA,2019,14685.128
BRA,2020,14021.958
BRA,2021,14592.353
BRN,1990,70358.73
BRN,1991,70439.055
BRN,1992,71781.1
BRN,1993,70154.42
BRN,1994,70570.96
BRN,1995,71966.09
BRN,1996,72320.984
BRN,1997,69660.19
BRN,1998,67770.17
BRN,1999,68366.664
BRN,2000,68865.79
BRN,2001,69338.92
BRN,2002,70631.875
BRN,2003,71331.75
BRN,2004,70415.42
BRN,2005,69482.38
BRN,2006,71352.88
BRN,2007,70342.41
BRN,2008,67934.06
BRN,2009,65753.41
BRN,2010,66484.24
BRN,2011,68037.52
BRN,2012,67792.76
BRN,2013,65534.684
BRN,2014,63131.188
BRN,2015,62170.086
BRN,2016,59980.99
BRN,2017,60173.05
BRN,2018,59650.23
BRN,2019,61424.363
BRN,2020,61603.55
BRN,2021,60127.023
BGR,1990,12509.962
BGR,1991,11567.453
BGR,1992,10842.027
BGR,1993,10767.086
BGR,1994,11000.124
BGR,1995,11365.372
BGR,1996,12018.81
BGR,1997,10385.342
BGR,1998,10851.023
BGR,1999,9995.847
BGR,2000,10506.14
BGR,2001,11127.175
BGR,2002,12039.07
BGR,2003,12770.331
BGR,2004,13704.788
BGR,2005,14782.738
BGR,2006,15908.718
BGR,2007,17092.562
BGR,2008,18268.04
BGR,2009,17770.709
BGR,2010,18163.873
BGR,2011,18664.834
BGR,2012,18914.984
BGR,2013,18914.525
BGR,2014,19206.262
BGR,2015,19991.818
BGR,2016,20744.523
BGR,2017,21473.805
BGR,2018,22210.123
BGR,2019,23270.225
BGR,2020,22483.598
BGR,2021,24398.13
BFA,1990,981.8448
BFA,1991,1044.174
BFA,1992,1021.14453
BFA,1993,1030.5592
BFA,1994,1018.1222
BFA,1995,1049.0837
BFA,1996,1135.2567
BFA,1997,1176.3839
BFA,1998,1228.1229
BFA,1999,1280.9227
BFA,2000,1266.7449
BFA,2001,1310.0723
BFA,2002,1325.7034
BFA,2003,1385.4551
BFA,2004,1402.7844
BFA,2005,1477.0398
BFA,2006,1521.1544
BFA,2007,1536.3859
BFA,2008,1578.3458
BFA,2009,1578.1489
BFA,2010,1661.8721
BFA,2011,1720.0825
BFA,2012,1776.391
BFA,2013,1823.595
BFA,2014,1846.6451
BFA,2015,1862.8547
BFA,2016,1916.7563
BFA,2017,1978.155
BFA,2018,2051.2185
BFA,2019,2110.0623
BFA,2020,2093.7336
BFA,2021,2179.789
BDI,1990,1175.155
BDI,1991,1209.3882
BDI,1992,1190.0674
BDI,1993,1153.5413
BDI,1994,1103.1674
BDI,1995,956.49097
BDI,1996,880.3094
BDI,1997,867.28424
BDI,1998,891.6998
BDI,1999,862.00665
BDI,2000,837.3484
BDI,2001,833.6709
BDI,2002,846.7473
BDI,2003,810.5523
BDI,2004,818.7461
BDI,2005,796.1087
BDI,2006,809.696
BDI,2007,807.4475
BDI,2008,812.59216
BDI,2009,801.8034
BDI,2010,804.3549
BDI,2011,807.665
BDI,2012,814.3208
BDI,2013,824.61053
BDI,2014,831.29486
BDI,2015,781.5793
BDI,2016,764.3366
BDI,2017,750.7876
BDI,2018,740.44824
BDI,2019,729.65845
BDI,2020,711.3553
BDI,2021,705.0304
KHM,1993,1716.841
KHM,1994,1077.8984
KHM,1995,1153.9265
KHM,1996,1193.2308
KHM,1997,1214.0117
KHM,1998,1244.981
KHM,1999,1376.0468
KHM,2000,1486.107
KHM,2001,1578.6277
KHM,2002,1652.5381
KHM,2003,1761.4211
KHM,2004,1909.4185
KHM,2005,2124.8374
KHM,2006,2313.3303
KHM,2007,2505.5203
KHM,2008,2629.259
KHM,2009,2592.1555
KHM,2010,2706.9917
KHM,2011,2856.5308
KHM,2012,3021.3323
KHM,2013,3197.532
KHM,2014,3378.3645
KHM,2015,3565.245
KHM,2016,3761.9114
KHM,2017,3972.724
KHM,2018,4217.6216
KHM,2019,4464.2944
KHM,2020,4276.1846
KHM,2021,4354.5654
CMR,1990,3483.1868
CMR,1991,3251.7551
CMR,1992,3059.7925
CMR,1993,2736.2827
CMR,1994,2709.08
CMR,1995,2710.938
CMR,1996,2749.52
CMR,1997,2798.5774
CMR,1998,2854.37
CMR,1999,2905.131
CMR,2000,2937.992
CMR,2001,2985.578
CMR,2002,3036.7678
CMR,2003,3116.1528
CMR,2004,3245.4958
CMR,2005,3228.361
CMR,2006,3261.4517
CMR,2007,3309.2822
CMR,2008,3308.3198
CMR,2009,3298.4075
CMR,2010,3298.6245
CMR,2011,3314.8982
CMR,2012,3371.9756
CMR,2013,3442.2007
CMR,2014,3530.2832
CMR,2015,3614.7556
CMR,2016,3667.3228
CMR,2017,3691.0947
CMR,2018,3732.5012
CMR,2019,3756.5095
CMR,2020,3665.5105
CMR,2021,3700.4644
CAN,1997,36910.477
CAN,1998,38031.625
CAN,1999,39671.383
CAN,2000,41338.65
CAN,2001,41623.95
CAN,2002,42416.41
CAN,2003,42793.08
CAN,2004,43704.414
CAN,2005,44680.797
CAN,2006,45396.84
CAN,2007,45888.477
CAN,2008,45851.63
CAN,2009,44003.617
CAN,2010,44861.523
CAN,2011,45822.598
CAN,2012,46126.516
CAN,2013,46704.76
CAN,2014,47564.61
CAN,2015,47522.14
CAN,2016,47457.586
CAN,2017,48317.176
CAN,2018,48962.48
CAN,2019,49171.51
CAN,2020,46064.254
CAN,2021,47892.945
CPV,1990,1620.9843
CPV,1991,1607.7675
CPV,1992,1740.5358
CPV,1993,1844.7644
CPV,1994,2144.414
CPV,1995,2391.2605
CPV,1996,2601.7136
CPV,1997,2826.223
CPV,1998,3110.9304
CPV,1999,3387.6223
CPV,2000,3798.68
CPV,2001,3819.2205
CPV,2002,3957.9846
CPV,2003,4064.38
CPV,2004,4419.0527
CPV,2005,4664.659
CPV,2006,4975.9185
CPV,2007,5664.389
CPV,2008,5974.775
CPV,2009,5838.2153
CPV,2010,5860.4985
CPV,2011,6020.223
CPV,2012,6013.055
CPV,2013,5993.119
CPV,2014,5961.996
CPV,2015,5955.607
CPV,2016,6166.314
CPV,2017,6320.3423
CPV,2018,6534.4604
CPV,2019,6835.0786
CPV,2020,5768.5386
CPV,2021,6114.1333
CYM,2006,84778.38
CYM,2007,84870.016
CYM,2008,82125.12
CYM,2009,74068.88
CYM,2010,70095.9
CYM,2011,69103.24
CYM,2012,68270.04
CYM,2013,67537.55
CYM,2014,67762.36
CYM,2015,68135.46
CYM,2016,68824.43
CYM,2017,69534.77
CYM,2018,71046.02
CYM,2019,72402.836
CYM,2020,67093.41
CYM,2021,67500.1
CAF,1990,1200.6134
CAF,1991,1157.3817
CAF,1992,1049.1194
CAF,1993,1019.441
CAF,1994,1036.2839
CAF,1995,1080.77
CAF,1996,1010.7439
CAF,1997,1035.1074
CAF,1998,1054.313
CAF,1999,1062.2982
CAF,2000,1007.24786
CAF,2001,1028.7914
CAF,2002,1042.7086
CAF,2003,962.8648
CAF,2004,998.6891
CAF,2005,985.3248
CAF,2006,1011.7775
CAF,2007,1038.7501
CAF,2008,1038.3353
CAF,2009,1103.4637
CAF,2010,1130.8958
CAF,2011,1160.4148
CAF,2012,1208.5157
CAF,2013,764.0515
CAF,2014,765.2596
CAF,2015,795.03705
CAF,2016,818.396
CAF,2017,839.60004
CAF,2018,854.64746
CAF,2019,861.7668
CAF,2020,847.765
CAF,2021,837.5047
TCD,1990,1027.2444
TCD,1991,1075.1841
TCD,1992,1113.2217
TCD,1993,917.1849
TCD,1994,987.9856
TCD,1995,957.2465
TCD,1996,936.1237
TCD,1997,955.7835
TCD,1998,987.98285
TCD,1999,947.70355
TCD,2000,907.8335
TCD,2001,980.4698
TCD,2002,1027.67
TCD,2003,1133.0654
TCD,2004,1448.41
TCD,2005,1632.9542
TCD,2006,1586.3641
TCD,2007,1583.7002
TCD,2008,1576.7651
TCD,2009,1586.4545
TCD,2010,1741.054
TCD,2011,1682.6577
TCD,2012,1769.325
TCD,2013,1804.8231
TCD,2014,1861.6929
TCD,2015,1853.2594
TCD,2016,1683.4781
TCD,2017,1579.7606
TCD,2018,1563.544
TCD,2019,1561.9967
TCD,2020,1489.1868
TCD,2021,1425.4945
CHL,1990,9701.824
CHL,1991,10290.04
CHL,1992,11256.21
CHL,1993,11812.649
CHL,1994,12221.508
CHL,1995,13122.946
CHL,1996,13825.156
CHL,1997,14652.775
CHL,1998,15074.58
CHL,1999,14855.357
CHL,2000,15415.754
CHL,2001,15725.602
CHL,2002,16053.654
CHL,2003,16636.654
CHL,2004,17571.025
CHL,2005,18415.756
CHL,2006,19339.488
CHL,2007,20140.53
CHL,2008,20695.562
CHL,2009,20255.1
CHL,2010,21225.104
CHL,2011,22323.723
CHL,2012,23467.979
CHL,2013,24011.592
CHL,2014,24197.184
CHL,2015,24464.746
CHL,2016,24599.375
